Retailer,License Number,Order #,Order Date,Fulfillment Status,Brand,Product,Units,Unit Price,Net Sales,Payment Terms,Sales Rep,Market
Liquid Monkey,OCM-RETL-25-000311,930461,2026-06-09,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,50,5.00,250.00,Net 30,S. Lindqvist,New York
Liquid Monkey,OCM-RETL-25-000311,930461,2026-06-09,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Sugar Cookie,50,5.00,250.00,Net 15,J. Brady,New York
Liquid Monkey,OCM-RETL-25-000311,930461,2026-06-09,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Pineapple Upside Down Cake,20,40.00,800.00,COD,A. Torres,New York
Liquid Monkey,OCM-RETL-25-000311,930461,2026-06-09,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Cream Cake,50,5.00,250.00,Net 15,A. Torres,New York
Liquid Monkey,OCM-RETL-25-000311,930461,2026-06-09,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,50,5.00,250.00,Net 30,A. Torres,New York
Liquid Monkey,OCM-RETL-25-000311,930461,2026-06-09,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Cough,50,5.00,250.00,Net 30,A. Torres,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Cough,50,5.00,250.00,Net 30,J. Brady,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,100,3.50,350.00,Net 30,J. Brady,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Blueberry Banana Waffles,20,40.00,800.00,Net 30,S. Lindqvist,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Blackberry Sherbet,50,5.00,250.00,Net 15,J. Brady,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,100,3.50,350.00,COD,J. Brady,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Melon Gum,20,40.00,800.00,Net 30,M. Okafor,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,100,3.50,350.00,Net 30,A. Torres,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Blue Nerds,25,12.50,312.50,Net 15,J. Brady,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,50,5.00,250.00,Net 30,S. Lindqvist,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,25,12.50,312.50,Net 30,J. Brady,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,Net 30,S. Lindqvist,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,25,15.00,375.00,Net 30,J. Brady,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Blackberry Sherbet,20,40.00,800.00,Net 30,M. Okafor,New York
Union Chill,OCM-CAURD-25-000269,930460,2026-06-09,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Berry White,25,12.50,312.50,Net 30,S. Lindqvist,New York
Cannabis Realm Rockland County,OCM-RETL-25-000382,930380,2026-06-09,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Green Apple,30,5.00,150.00,COD,A. Torres,New York
Cannabis Realm Rockland County,OCM-RETL-25-000382,930380,2026-06-09,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Grape,30,5.00,150.00,COD,A. Torres,New York
Cannabis Realm Rockland County,OCM-RETL-25-000382,930380,2026-06-09,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Pineapple,30,5.00,150.00,Net 15,J. Brady,New York
Cannabis Realm Rockland County,OCM-RETL-25-000382,930380,2026-06-09,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Strawberry,30,5.00,150.00,Net 30,M. Okafor,New York
Cannabis Realm Rockland County,OCM-RETL-25-000382,930380,2026-06-09,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Watermelon,40,10.00,400.00,Net 30,J. Brady,New York
Cannabis Realm Rockland County,OCM-RETL-25-000382,930380,2026-06-09,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Strawberry,40,6.00,240.00,Net 30,S. Lindqvist,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Tahiti Lime,5,12.50,62.50,Net 30,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Strawberry,10,6.00,60.00,COD,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Forbidden Fruit,5,15.00,75.00,COD,S. Lindqvist,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Cherry,5,10.00,50.00,Net 30,J. Brady,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,5,15.00,75.00,COD,J. Brady,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Pineapple,5,10.00,50.00,Net 30,M. Okafor,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Pineapple,10,6.00,60.00,Net 30,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,15,12.00,180.00,Net 30,S. Lindqvist,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Strawberry Kiwi,5,15.00,75.00,Net 30,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Watermelon Skittlez,5,15.00,75.00,Net 30,S. Lindqvist,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,5,15.00,75.00,Net 15,J. Brady,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Kush Mintz,20,3.50,70.00,Net 15,M. Okafor,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Secret Weapon,20,3.50,70.00,Net 30,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,20,3.50,70.00,Net 15,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Blue Razz,10,6.00,60.00,Net 15,J. Brady,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,5,15.00,75.00,Net 30,J. Brady,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,20,3.50,70.00,COD,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,20,3.50,70.00,COD,S. Lindqvist,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Grape,5,10.00,50.00,Net 15,S. Lindqvist,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,20,3.50,70.00,Net 30,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Tahiti Breeze,5,15.00,75.00,Net 15,J. Brady,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,5,15.00,75.00,COD,J. Brady,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,20,3.50,70.00,COD,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly Display Kit - Preroll,1,0.01,0.01,Net 30,J. Brady,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,5,12.50,62.50,Net 15,J. Brady,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Green Apple,10,6.00,60.00,Net 30,M. Okafor,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Watermelon,5,10.00,50.00,COD,A. Torres,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Sour Apple,5,10.00,50.00,Net 30,S. Lindqvist,New York
Tru Cannabis,OCM-CAURD-26-000351,930361,2026-06-09,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | GMO,20,3.50,70.00,Net 15,M. Okafor,New York
The People's Joint,OCM-CAURD-24-000181,930312,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,100,3.50,350.00,Net 30,J. Brady,New York
The People's Joint,OCM-CAURD-24-000181,930312,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Tahiti Breeze,25,15.00,375.00,Net 30,S. Lindqvist,New York
The People's Joint,OCM-CAURD-24-000181,930312,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Watermelon Skittlez,25,15.00,375.00,Net 30,M. Okafor,New York
The People's Joint,OCM-CAURD-24-000181,930312,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,99,3.50,346.50,Net 30,S. Lindqvist,New York
The People's Joint,OCM-CAURD-24-000181,930312,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,50,5.00,250.00,Net 15,A. Torres,New York
The People's Joint,OCM-CAURD-24-000181,930312,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,100,3.50,350.00,Net 30,A. Torres,New York
The People's Joint,OCM-CAURD-24-000181,930312,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,99,3.50,346.50,Net 30,A. Torres,New York
The People's Joint,OCM-CAURD-24-000181,930312,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,49,5.00,245.00,Net 30,S. Lindqvist,New York
The People's Joint,OCM-CAURD-24-000181,930312,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,99,3.50,346.50,COD,J. Brady,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,100,3.50,350.00,Net 30,J. Brady,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,100,3.50,350.00,Net 15,J. Brady,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Forbidden Fruit,50,12.50,625.00,Net 30,J. Brady,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,50,5.00,250.00,Net 30,S. Lindqvist,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,25,15.00,375.00,Net 30,S. Lindqvist,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,25,15.00,375.00,COD,A. Torres,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,50,5.00,250.00,Net 30,A. Torres,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Strawberry Kiwi,25,15.00,375.00,Net 30,A. Torres,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,50,5.00,250.00,Net 30,J. Brady,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,25,15.00,375.00,Net 30,J. Brady,New York
Legacy Dispensary,OCM-CAURD-24-000058,930244,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Strawberry Cough,50,12.50,625.00,Net 15,A. Torres,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Strawberry Kiwi,25,15.00,375.00,Net 30,S. Lindqvist,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,25,15.00,375.00,Net 15,M. Okafor,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Tahiti Breeze,25,15.00,375.00,Net 30,S. Lindqvist,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Cherry,50,7.50,375.00,Net 30,J. Brady,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,Net 30,A. Torres,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Pineapple,50,7.50,375.00,Net 15,J. Brady,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Strawberry,25,6.00,150.00,Net 30,J. Brady,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Blue Razz,25,6.00,150.00,Net 15,M. Okafor,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Grape,50,7.50,375.00,COD,S. Lindqvist,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Strawberry,25,5.00,125.00,COD,M. Okafor,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Green Apple,25,6.00,150.00,Net 15,A. Torres,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Watermelon,50,7.50,375.00,COD,A. Torres,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Pineapple,25,6.00,150.00,Net 30,A. Torres,New York
Mills Cannabis,OCM-RETL-24-000110,930234,2026-06-08,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Sour Apple,50,7.50,375.00,Net 15,J. Brady,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Mango Tango,50,5.00,250.00,COD,M. Okafor,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,Net 30,S. Lindqvist,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Forbidden Fruit,50,12.50,625.00,COD,A. Torres,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blackberry Kush,50,12.50,625.00,Net 15,S. Lindqvist,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,50,3.50,175.00,Net 30,M. Okafor,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Orange Creamsicle,50,12.50,625.00,COD,S. Lindqvist,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Strawberry Kiwi,25,15.00,375.00,COD,A. Torres,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,50,3.50,175.00,COD,M. Okafor,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Strawberry Cough,50,12.50,625.00,COD,S. Lindqvist,New York
420 Bliss,OCM-CAURD-23-000032,930229,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,50,5.00,250.00,Net 30,J. Brady,New York
County Road Cannabis,OCM-RETL-24-000059,930225,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,50,3.50,175.00,Net 30,J. Brady,New York
County Road Cannabis,OCM-RETL-24-000059,930225,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,25,15.00,375.00,Net 30,S. Lindqvist,New York
County Road Cannabis,OCM-RETL-24-000059,930225,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,25,15.00,375.00,Net 30,J. Brady,New York
County Road Cannabis,OCM-RETL-24-000059,930225,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,50,3.50,175.00,Net 30,S. Lindqvist,New York
County Road Cannabis,OCM-RETL-24-000059,930225,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,50,3.50,175.00,Net 30,A. Torres,New York
County Road Cannabis,OCM-RETL-24-000059,930225,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Forbidden Fruit,25,15.00,375.00,Net 30,M. Okafor,New York
County Road Cannabis,OCM-RETL-24-000059,930225,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,25,15.00,375.00,Net 30,J. Brady,New York
County Road Cannabis,OCM-RETL-24-000059,930225,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,COD,A. Torres,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,50,3.50,175.00,Net 30,A. Torres,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Passion Orange Guava,50,5.00,250.00,Net 15,A. Torres,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Forbidden Fruit,50,12.50,625.00,Net 15,S. Lindqvist,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blackberry Kush,50,12.50,625.00,COD,A. Torres,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,50,5.00,250.00,Net 15,J. Brady,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Blackberry Sherbet,50,5.00,250.00,Net 15,J. Brady,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Strawberry Cough,50,12.50,625.00,COD,S. Lindqvist,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,50,3.50,175.00,Net 30,A. Torres,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Orange Creamsicle,50,12.50,625.00,COD,A. Torres,New York
Middletown Indoor Cannabis Co,OCM-RETL-25-000304,930219,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,50,3.50,175.00,Net 30,J. Brady,New York
Dutchess Roots,OCM-RETL-24-000226,930207,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,50,15.00,750.00,COD,M. Okafor,New York
Dutchess Roots,OCM-RETL-24-000226,930207,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Unicorn Piss,50,12.50,625.00,COD,J. Brady,New York
Dutchess Roots,OCM-RETL-24-000226,930207,2026-06-08,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Grape,20,5.00,100.00,Net 30,S. Lindqvist,New York
Dutchess Roots,OCM-RETL-24-000226,930207,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,50,15.00,750.00,Net 30,J. Brady,New York
Dutchess Roots,OCM-RETL-24-000226,930207,2026-06-08,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Strawberry Kiwi,20,40.00,800.00,Net 15,M. Okafor,New York
Dutchess Roots,OCM-RETL-24-000226,930207,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Lemon Drop,50,12.50,625.00,COD,J. Brady,New York
Dutchess Roots,OCM-RETL-24-000226,930207,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Orange Creamsicle,50,12.50,625.00,Net 30,A. Torres,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,50,3.50,175.00,COD,J. Brady,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,25,12.00,300.00,Net 30,S. Lindqvist,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Mango Tango,50,5.00,250.00,Net 30,S. Lindqvist,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Watermelon Skittlez,50,5.00,250.00,COD,J. Brady,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,50,3.50,175.00,Net 30,A. Torres,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,50,5.00,250.00,Net 30,M. Okafor,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Passion Orange Guava,50,5.00,250.00,Net 30,S. Lindqvist,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,50,5.00,250.00,Net 30,A. Torres,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lemon Cherry,50,5.00,250.00,Net 30,S. Lindqvist,New York
Happy Alta Ridgewood,OCM-RETL-24-000075,930202,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,50,3.50,175.00,Net 30,M. Okafor,New York
